# This is a submission template for batch deposit of 'Plant; version 1.0' samples to the NCBI BioSample database (http://www.ncbi.nlm.nih.gov/biosample/).																																
# GREEN fields are mandatory. Your submission will fail if any mandatory fields are not completed. If information is unavailable for any mandatory field, please enter 'not collected',  'not applicable' or 'missing' as appropriate.																																
# BLUE  fields indicate that at least one of those fields is mandatory. If information is unavailable, please enter 'not collected',  'not applicable' or 'missing' as appropriate.																																
# YELLOW fields are optional. Leave optional fields empty (or delete them) if no information is available.																																
# You can add any number of custom fields to fully describe your BioSamples, simply include them in the table.																																
# Hover over field name to view definition, or see http://www.ncbi.nlm.nih.gov/biosample/docs/attributes/.																																
# CAUTION: Be aware that Excel may automatically apply formatting to your data. In particular, take care with dates, incrementing autofills and special characters like / or -. Doublecheck that your text file is accurate before uploading to BioSample.																																
# TO MAKE A SUBMISSION: 																																
# 1. Complete this template table																																
# 2. Save the worksheet as a Text (Tab-delimited) file  -- (use 'File, Save as, Save as type: Text (Tab-delimited)' )																																
# 3. Upload the text file on the 'Attributes' tab of the BioSample Submission Portal at https://submit.ncbi.nlm.nih.gov/subs/biosample/. 																																
# If you have any questions, please contact us at biosamplehelp@ncbi.nlm.nih.gov.																																
# 																																
*sample_name	sample_title	bioproject_accession	*organism	isolate	cultivar	ecotype	age	dev_stage	*geo_loc_name	*tissue	biomaterial_provider	ploidy	cell_line	cell_type	collected_by	collection_date	culture_collection	disease	disease_stage	genotype	growth_protocol	height_or_length	isolation_source	lat_lon	phenotype	population	sample_type	sex	specimen_voucher	temp	treatment	description
JY038	Leaf sample from Miscanthus sacchariflorus clone JY038	PRJNA342314	Miscanthus sacchariflorus	JY038				vegetative	China: Donglian village, Tongling , Anhui	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	18-Aug-2014								31.0271 N 117.9947 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY039	Leaf sample from Miscanthus sacchariflorus clone JY039	PRJNA342314	Miscanthus sacchariflorus	JY039				vegetative	China: Donglian village, Tongling , Anhui	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	18-Aug-2014								31.0244 N 117.9954 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY041	Leaf sample from Miscanthus sacchariflorus clone JY041	PRJNA342314	Miscanthus sacchariflorus	JY041				vegetative	China: suburb, Tongling , Anhui	leaf	Xiaoli Jin, Zhejiang University				Xiaoli Jin	18-Aug-2014								30.8886 N 117.8463 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY042	Leaf sample from Miscanthus sacchariflorus clone JY042	PRJNA342314	Miscanthus sacchariflorus	JY042				vegetative	China: suburb, Tongling , Anhui	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	18-Aug-2014								30.8775 N 117.7906 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY043	Leaf sample from Miscanthus sacchariflorus clone JY043	PRJNA342314	Miscanthus sacchariflorus	JY043				vegetative	China: suburb, Tongling , Anhui	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	18-Aug-2014								30.8804 N 117.8204 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY044	Leaf sample from Miscanthus sacchariflorus clone JY044	PRJNA342314	Miscanthus sacchariflorus	JY044				vegetative	China: Tongling , Anhui	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	19-Aug-2014								30.8938 N 117.7518 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY045	Leaf sample from Miscanthus sacchariflorus clone JY045	PRJNA342314	Miscanthus sacchariflorus	JY045				vegetative	China: Tongling , Anhui	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	19-Aug-2014								30.8595 N 117.7427 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY046	Leaf sample from Miscanthus sacchariflorus clone JY046	PRJNA342314	Miscanthus sacchariflorus	JY046				vegetative	China: Tongling , Anhui	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	19-Aug-2014								30.8595 N 117.7425 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY047	Leaf sample from Miscanthus sacchariflorus clone JY047	PRJNA342314	Miscanthus sacchariflorus	JY047				vegetative	China: Tongling , Anhui	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	19-Aug-2014								30.8098 N 117.7625 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY048	Leaf sample from Miscanthus sacchariflorus clone JY048	PRJNA342314	Miscanthus sacchariflorus	JY048				vegetative	China: Tongling , Anhui	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	19-Aug-2014								30.8093 N 117.7626 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY049	Leaf sample from Miscanthus sacchariflorus clone JY049	PRJNA342314	Miscanthus sacchariflorus	JY049				vegetative	China: Tongling , Anhui	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	19-Aug-2014								30.8094 N 117.7623 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY050	Leaf sample from Miscanthus sacchariflorus clone JY050	PRJNA342314	Miscanthus sacchariflorus	JY050				vegetative	China: Chizhou , Anhui	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	19-Aug-2014								30.8013 N 117.7565 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY051	Leaf sample from Miscanthus sacchariflorus clone JY051	PRJNA342314	Miscanthus sacchariflorus	JY051				vegetative	China: Chizhou , Anhui	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	19-Aug-2014								30.8014 N 117.7564 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY052	Leaf sample from Miscanthus sacchariflorus clone JY052	PRJNA342314	Miscanthus sacchariflorus	JY052				vegetative	China: Chizhou , Anhui	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	19-Aug-2014								30.8015 N 117.7563 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY053	Leaf sample from Miscanthus sacchariflorus clone JY053	PRJNA342314	Miscanthus sacchariflorus	JY053				vegetative	China: Chizhou , Anhui	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	19-Aug-2014								30.8012 N 117.7566 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY054	Leaf sample from Miscanthus sacchariflorus clone JY054	PRJNA342314	Miscanthus sacchariflorus	JY054				vegetative	China: Guichi suburb, Chizhou , Anhui	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	19-Aug-2014								30.7959 N 117.7442 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY055	Leaf sample from Miscanthus sacchariflorus clone JY055	PRJNA342314	Miscanthus sacchariflorus	JY055				vegetative	China: Guichi suburb, Chizhou , Anhui	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	19-Aug-2014								30.7859 N 117.7276 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY056	Leaf sample from Miscanthus sacchariflorus clone JY056	PRJNA342314	Miscanthus sacchariflorus	JY056				vegetative	China: Guichi suburb, Chizhou , Anhui	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	19-Aug-2014								30.7797 N 117.716 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY057	Leaf sample from Miscanthus sacchariflorus clone JY057	PRJNA342314	Miscanthus sacchariflorus	JY057				vegetative	China: Meilong town, Chizhou , Anhui	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	19-Aug-2014								30.7555 N 117.6209 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY058	Leaf sample from Miscanthus sacchariflorus clone JY058	PRJNA342314	Miscanthus sacchariflorus	JY058				vegetative	China: Meilong town, Chizhou , Anhui	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	19-Aug-2014								30.7477 N 117.6074 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY059	Leaf sample from Miscanthus sacchariflorus clone JY059	PRJNA342314	Miscanthus sacchariflorus	JY059				vegetative	China: Meilong town, Chizhou , Anhui	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	19-Aug-2014								30.7411 N 117.5984 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY062	Leaf sample from Miscanthus sacchariflorus clone JY062	PRJNA342314	Miscanthus sacchariflorus	JY062				vegetative	China: G318 road, Tongling , Anhui	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	19-Aug-2014								30.4745 N 117.298 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY065	Leaf sample from Miscanthus sacchariflorus clone JY065	PRJNA342314	Miscanthus sacchariflorus	JY065				vegetative	China: Dongzhi county, Chizhou , Anhui	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	19-Aug-2014								30.4612 N 117.125 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY066	Leaf sample from Miscanthus sacchariflorus clone JY066	PRJNA342314	Miscanthus sacchariflorus	JY066				vegetative	China: Dongzhi county, Chizhou , Anhui	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	19-Aug-2014								30.4713 N 117.1315 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY067	Leaf sample from Miscanthus sacchariflorus clone JY067	PRJNA342314	Miscanthus sacchariflorus	JY067				vegetative	China: Dadukou town,Dongzhi county, Chizhou , Anhui	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	19-Aug-2014								30.477 N 117.0582 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY068	Leaf sample from Miscanthus sacchariflorus clone JY068	PRJNA342314	Miscanthus sacchariflorus	JY068				vegetative	China: Dadukou town,Dongzhi county, Chizhou , Anhui	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	19-Aug-2014								30.4768 N 117.0579 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY070	Leaf sample from Miscanthus sacchariflorus clone JY070	PRJNA342314	Miscanthus sacchariflorus	JY070				vegetative	China: Dongzhi county, Chizhou , Anhui	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	20-Aug-2014								30.0585 N 116.8189 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY072	Leaf sample from Miscanthus sacchariflorus clone JY072	PRJNA342314	Miscanthus sacchariflorus	JY072				vegetative	China: Pengze country, Jiujiang , Jiangxi	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	20-Aug-2014								30.0036 N 116.6905 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY073	Leaf sample from Miscanthus sacchariflorus clone JY073	PRJNA342314	Miscanthus sacchariflorus	JY073				vegetative	China: Pengze country, Jiujiang , Jiangxi	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	20-Aug-2014								29.9256 N 116.5913 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY074	Leaf sample from Miscanthus sacchariflorus clone JY074	PRJNA342314	Miscanthus sacchariflorus	JY074				vegetative	China: Pengze country, Jiujiang , Jiangxi	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	20-Aug-2014								29.8694 N 116.505 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY075	Leaf sample from Miscanthus sacchariflorus clone JY075	PRJNA342314	Miscanthus sacchariflorus	JY075				vegetative	China: Pengze country, Jiujiang , Jiangxi	leaf	Xiaoli Jin, Zhejiang University				Xiaoli Jin	20-Aug-2014								29.8571 N 116.4612 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY076	Leaf sample from Miscanthus sacchariflorus clone JY076	PRJNA342314	Miscanthus sacchariflorus	JY076				vegetative	China: Pengze country, Jiujiang , Jiangxi	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	20-Aug-2014								29.8555 N 116.452 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY080	Leaf sample from Miscanthus sacchariflorus clone JY080	PRJNA342314	Miscanthus sacchariflorus	JY080				vegetative	China: Hukou country, Jiujiang , Jiangxi	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	20-Aug-2014								29.767 N 116.3389 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY082	Leaf sample from Miscanthus sacchariflorus clone JY082	PRJNA342314	Miscanthus sacchariflorus	JY082				vegetative	China: Xunyang suburb, Jiujiang , Jiangxi	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	20-Aug-2014								29.7088 N 115.9432 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY083	Leaf sample from Miscanthus sacchariflorus clone JY083	PRJNA342314	Miscanthus sacchariflorus	JY083				vegetative	China: Yongan,Xunyang suburb, Jiujiang , Jiangxi	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	20-Aug-2014								29.706 N 115.9207 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY086	Leaf sample from Miscanthus sacchariflorus clone JY086	PRJNA342314	Miscanthus sacchariflorus	JY086				vegetative	China: Yongan,Xunyang suburb, Jiujiang , Jiangxi	leaf	Xiaoli Jin, Zhejiang University				Xiaoli Jin	20-Aug-2014								29.7778 N 115.7722 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY087	Leaf sample from Miscanthus sacchariflorus clone JY087	PRJNA342314	Miscanthus sacchariflorus	JY087				vegetative	China: Chixindi,Jiujiang country, Jiujiang , Jiangxi	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	20-Aug-2014								29.779 N 115.7776 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY088	Leaf sample from Miscanthus sacchariflorus clone JY088	PRJNA342314	Miscanthus sacchariflorus	JY088				vegetative	China: Chixindi,Jiujiang country, Jiujiang , Jiangxi	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	20-Aug-2014								29.8422 N 115.6837 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY089	Leaf sample from Miscanthus sacchariflorus clone JY089	PRJNA342314	Miscanthus sacchariflorus	JY089				vegetative	China: Ejiang riverside, Echeng suburb, Ezhou , Hubei	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	20-Aug-2014								30.3081 N 115.0763 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY090	Leaf sample from Miscanthus sacchariflorus clone JY090	PRJNA342314	Miscanthus sacchariflorus	JY090				vegetative	China: Echeng suburb, Ezhou , Hubei	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	21-Aug-2014								30.3696 N 115.0423 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY091	Leaf sample from Miscanthus sacchariflorus clone JY091	PRJNA342314	Miscanthus sacchariflorus	JY091				vegetative	China: Shitou bridege,Echeng suburb, Ezhou , Hubei	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	21-Aug-2014								30.3865 N 114.9872 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY092	Leaf sample from Miscanthus sacchariflorus clone JY092	PRJNA342314	Miscanthus sacchariflorus	JY092				vegetative	China: Zuoling town, Wuhan , Hubei	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	21-Aug-2014								30.5286 N 114.6161 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
JY093	Leaf sample from Miscanthus sacchariflorus clone JY093	PRJNA342314	Miscanthus sacchariflorus	JY093				vegetative	China: Hongshan suburb, Wuhan , Hubei	leaf	Xiaoli Jin, Zhejiang University	2x			Xiaoli Jin	21-Aug-2014								30.5213 N 114.4693 E								Rhizome collected in China and propagated at Zhejiang University.  Leaf sample shipped to University of Illinois, Urbana-Champaign for DNA extraction.
